city,county,county_pene_rate,dist_sth,dist_sys_voters_pen,dist_voters_indist_est,dist_voters_indist_rate,distcen_hh_indist,in_district,state,sys_census_hh_pene_rate,sys_census_hh_zip_pene,sys_code,sys_media,sys_name,sys_subscribers,sys_type,system_type,zip_census_hh_in_zip,zip_code,zip_l2_voters_in_zip,zone_int
Cherry Hill,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9230,08002,14459,6500
Cherry Hill,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10813,08003,21713,6500
Atco,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4295,08004,7948,6500
Barrington,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2308,08007,3343,6500
Berlin,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5431,08009,8553,6500
Beverly,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4694,08010,6309,6500
Blackwood,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15003,08012,24107,6500
Bridgeport,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",198,08014,321,6500
Browns Mills,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7331,08015,10746,6500
Burlington,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11922,08016,20721,6500
Chatsworth,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",241,08019,559,6500
Clarksboro,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",858,08020,1881,6500
Clementon,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",18332,08021,24879,6500
Columbus,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3680,08022,6757,6500
Gibbsboro,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",783,08026,1588,6500
Gibbstown,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1838,08027,3428,6500
Glassboro,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6648,08028,11169,6500
Glendora,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1912,08029,2942,6500
Gloucester City,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4859,08030,6997,6500
Bellmawr,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4597,08031,6963,6500
Grenloch,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",182,08032,257,6500
Haddonfield,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6687,08033,12168,6500
Cherry Hill,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6766,08034,12600,6500
Haddon Heights,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3028,08035,5524,6500
Hainesport,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2309,08036,4255,6500
Hammonton,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8738,08037,14380,6500
Jobstown,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",356,08041,617,6500
Voorhees,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11625,08043,18917,6500
Lawnside,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1078,08045,2046,6500
Willingboro,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10524,08046,20768,6500
Lumberton,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4532,08048,7905,6500
Magnolia,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2039,08049,3254,6500
Mantua,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4461,08051,7031,6500
Maple Shade,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8777,08052,10461,6500
Marlton,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",17632,08053,31401,6500
Mount Laurel,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",18153,08054,29018,6500
Medford,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9796,08055,20612,6500
Mickleton,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1658,08056,3341,6500
Moorestown,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7662,08057,14759,6500
Mount Ephraim,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2257,08059,3697,6500
Mount Holly,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9040,08060,14723,6500
Mount Royal,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1050,08061,1915,6500
Mullica Hill,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5337,08062,11318,6500
National Park,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1109,08063,1919,6500
Palmyra,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3170,08065,4515,6500
Paulsboro,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3467,08066,4535,6500
Pedricktown,Salem,0.6278211,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",481,08067,1196,6500
Pemberton,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2636,08068,3780,6500
Penns Grove,Salem,0.6278211,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5124,08069,7132,6500
Pennsville,Salem,0.6278211,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5180,08070,8080,6500
Pitman,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3646,08071,6397,6500
Riverside,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10676,08075,17149,6500
Riverton,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6711,08077,13343,6500
Runnemede,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3141,08078,4940,6500
Salem,Salem,0.6278211,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4375,08079,6328,6500
Sewell,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",13035,08080,26494,6500
Sicklerville,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",16649,08081,30155,6500
Somerdale,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3543,08083,6299,6500
Stratford,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2608,08084,4270,6500
Swedesboro,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6649,08085,12475,6500
Thorofare,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3304,08086,5548,6500
Vincentown,Burlington,0.7980052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9424,08088,17223,6500
Waterford Works,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1368,08089,2547,6500
Wenonah,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2842,08090,5787,6500
West Berlin,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2009,08091,3484,6500
Westville,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3744,08093,5689,6500
Williamstown,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",14548,08094,25583,6500
Woodbury,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",13960,08096,22979,6500
Woodbury Heights,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1123,08097,2246,6500
Woodstown,Salem,0.6278211,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3377,08098,6055,6500
Camden,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2862,08102,4582,6500
Camden,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4271,08103,7040,6500
Camden,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8238,08104,11461,6500
Camden,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8530,08105,12974,6500
Audubon,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4099,08106,6723,6500
Oaklyn,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5821,08107,8202,6500
Collingswood,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7471,08108,12836,6500
Merchantville,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8461,08109,13971,6500
Pennsauken,Camden,0.8189209,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6131,08110,10787,6500
Absecon,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3827,08201,6079,6500
Avalon,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",674,08202,1148,6500
Brigantine,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3963,08203,5967,6500
Cape May,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7627,08204,11857,6500
Absecon,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10867,08205,17843,6500
Cape May Court House,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6550,08210,11525,6500
Egg Harbor City,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5147,08215,8675,6500
Linwood,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2601,08221,5017,6500
Marmora,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1487,08223,3074,6500
Northfield,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3114,08225,5642,6500
Ocean City,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5760,08226,8371,6500
Ocean View,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2138,08230,4397,6500
Pleasantville,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6330,08232,9455,6500
Egg Harbor Township,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15564,08234,27144,6500
Port Republic,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",392,08241,872,6500
Rio Grande,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1379,08242,2329,6500
Sea Isle City,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",908,08243,1714,6500
Somers Point,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4648,08244,6400,6500
Stone Harbor,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",404,08247,663,6500
Strathmere,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",73,08248,136,6500
Villas,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4159,08251,5725,6500
Wildwood,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6433,08260,8414,6500
Woodbine,Cape May,0.9036052,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2780,08270,5334,6500
Bridgeton,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",14353,08302,20752,6500
Buena,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",826,08310,1105,6500
Cedarville,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",691,08311,1095,6500
Clayton,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2776,08312,4958,6500
Delmont,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",137,08314,185,6500
Dorothy,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",388,08317,764,6500
Elmer,Salem,0.6278211,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4348,08318,7984,6500
Estell Manor,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",437,08319,964,6500
Franklinville,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3669,08322,6775,6500
Greenwich,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",315,08323,534,6500
Heislerville,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",64,08324,258,6500
Landisville,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",543,08326,875,6500
Leesburg,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",129,08327,432,6500
Malaga,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",451,08328,829,6500
Mays Landing,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10842,08330,17019,6500
Millville,Cumberland,0.8863094,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",14319,08332,21205,6500
Milmay,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",303,08340,597,6500
Minotola,Atlantic,0.7346057,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",754,08341,940,6500
Monroeville,Gloucester,0.8496726,168,0,0,0,0,N,NJ,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1580,08343,3273,6500
