city,county,county_pene_rate,dist_sth,dist_sys_voters_pen,dist_voters_indist_est,dist_voters_indist_rate,distcen_hh_indist,in_district,state,sys_census_hh_pene_rate,sys_census_hh_zip_pene,sys_code,sys_media,sys_name,sys_subscribers,sys_type,system_type,zip_census_hh_in_zip,zip_code,zip_l2_voters_in_zip,zone_int
Slatington,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",4784,18080,6406,9753
Tatamy,Northampton,0.7113197,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",226,18085,506,9753
Trexlertown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",291,18087,370,9753
Walnutport,Northampton,0.7113197,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3438,18088,5041,9753
Wind Gap,Northampton,0.7113197,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2310,18091,3372,9753
Zionsville,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1183,18092,2105,9753
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1573,18101,1986,9753
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",16297,18102,22133,9753
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",17703,18103,25298,9753
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",16905,18104,27993,9753
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2812,18106,4251,9753
Allentown,Lehigh,0.6692848,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",6814,18109,8627,9753
Mount Bethel,Northampton,0.7113197,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1777,18343,2461,9753
Doylestown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",11046,18901,18803,9753
Doylestown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7362,18902,14513,9753
Carversville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",38,18913,280,9753
Chalfont,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7047,18914,13397,9753
Colmar,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",605,18915,834,9753
Dublin,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",922,18917,1185,9753
Erwinna,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",285,18920,494,9753
Fountainville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",456,18923,680,9753
Furlong,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1985,18925,3852,9753
Hilltown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",179,18927,176,9753
Jamison,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2998,18929,5860,9753
Kintnersville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",969,18930,1706,9753
Line Lexington,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",246,18932,371,9753
Lumberville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",128,18933,180,9753
Mechanicsville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",84,18934,249,9753
Montgomeryville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",222,18936,151,9753
New Hope,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",6474,18938,10148,9753
Newtown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",11073,18940,21414,9753
Ottsville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1334,18942,2030,9753
Perkasie,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",9008,18944,15842,9753
Pipersville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2092,18947,3886,9753
Quakertown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",13606,18951,20656,9753
Richboro,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3213,18954,6895,9753
Richlandtown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",598,18955,856,9753
Sellersville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5306,18960,8260,9753
Souderton,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5278,18964,8242,9753
Southampton,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",14137,18966,26161,9753
Telford,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5979,18969,9317,9753
Upper Black Eddy,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1426,18972,2074,9753
Warminster,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",16316,18974,26577,9753
Warrington,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7714,18976,13534,9753
Washington Crossing,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1677,18977,3266,9753
Abington,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",6603,19001,11150,9753
Ambler,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",12493,19002,21900,9753
Ardmore,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5522,19003,8715,9753
Bala Cynwyd,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3497,19004,6733,9753
Huntingdon Valley,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",8021,19006,14543,9753
Bristol,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",8538,19007,12681,9753
Broomall,Delaware,0.8846644,168,143.205132313142,2251,0.1605563,1248.69751302468,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7313,19008,14020,9753
Bryn Athyn,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",342,19009,792,9753
Bryn Mawr,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7587,19010,13947,9753
Cheltenham,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2260,19012,4252,9753
Chester,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",12576,19013,20542,9753
Aston,Delaware,0.8846644,168,27.2286969712425,428,0.03142668,261.644654805784,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7825,19014,13619,9753
Brookhaven,Delaware,0.8846644,168,9.86085983186513,155,0.01527395,104.22959917048556,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",6411,19015,10148,9753
Clifton Heights,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",9455,19018,13329,9753
Bensalem,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",21886,19020,31509,9753
Croydon,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3708,19021,5410,9753
Crum Lynne,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1319,19022,2034,9753
Darby,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7433,19023,11494,9753
Dresher,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1957,19025,4177,9753
Drexel Hill,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",12393,19026,20018,9753
Elkins Park,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",8026,19027,12528,9753
Essington,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1746,19029,2472,9753
Fairless Hills,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",4996,19030,7510,9753
Flourtown,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1675,19031,3437,9753
Folcroft,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2414,19032,3594,9753
Folsom,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2972,19033,5044,9753
Fort Washington,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2227,19034,4385,9753
Gladwyne,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1452,19035,2922,9753
Glenolden,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5303,19036,7640,9753
Glenside,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",12027,19038,21177,9753
Hatboro,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",8161,19040,13509,9753
Haverford,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2634,19041,5269,9753
Holmes,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1188,19043,1741,9753
Horsham,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",6501,19044,9396,9753
Jenkintown,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7626,19046,12759,9753
Langhorne,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",13358,19047,22854,9753
Lansdowne,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",11542,19050,17539,9753
Feasterville Trevose,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",9865,19053,16992,9753
Levittown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",6337,19054,10173,9753
Levittown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",4958,19055,7914,9753
Levittown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5373,19056,9211,9753
Levittown,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5921,19057,9720,9753
Garnet Valley,Delaware,0.8846644,168,1.90855351631074,30,0.003797949,14.893267799696265,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3697,19060,7899,9753
Marcus Hook,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7738,19061,11896,9753
Media,Delaware,0.8846644,168,1349.98349376856,21220,0.8423977,13306.948981716978,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",14852,19063,25190,9753
Springfield,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",8789,19064,17366,9753
Merion Station,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1779,19066,4173,9753
Morrisville,Bucks,0.9261448,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",19472,19067,34478,9753
Morton,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2739,19070,4740,9753
Narberth,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3790,19072,6875,9753
Newtown Square,Delaware,0.8846644,168,762.021823738404,11978,0.8517992,6944.367464013289,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7665,19073,14062,9753
Norwood,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2242,19074,3584,9753
Oreland,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2677,19075,5034,9753
Prospect Park,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2481,19076,3804,9753
Ridley Park,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",4608,19078,7333,9753
Sharon Hill,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3413,19079,5478,9753
Swarthmore,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3528,19081,7661,9753
Upper Darby,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",14655,19082,20080,9753
Havertown,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",13091,19083,24869,9753
Villanova,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2003,19085,6101,9753
Wallingford,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",4301,19086,8077,9753
Wayne,Chester,0.8539177,168,0.890658285739057,14,0.000677802,9.543364079331777,Y,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",12601,19087,20655,9753
Willow Grove,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7495,19090,12003,9753
Woodlyn,Delaware,0.8846644,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",1845,19094,2724,9753
Wyncote,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",2867,19095,4730,9753
Wynnewood,Montgomery,0.892579,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",5388,19096,9473,9753
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",3422,19102,3193,9753
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",15325,19103,15172,9753
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",18359,19104,34499,9753
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7191,19106,8301,9753
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",7709,19107,9506,9753
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.06361844999999999,3063954,9753,Comcast,DirecTV- I+ Philadelphia,194924,satellite,"Comcast/DirecTV- I+ Philadelphia, PA (9753)",24637,19111,32762,9753
